,VPN,Date,Depart,Arrivé,Prix,Temps de vol,Heure de départ,Heure d'arrivé,Nombre d'escales,Compagnies,PIB par habitant (€)
3300,Liechtenstein,2023-02-28,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",238 €,5h 10m,17:05,01:45,Direct,Air India,118235.0
3301,Liechtenstein,2023-02-28,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",275 €,5h 10m,17:05,01:45,Direct,Egyptair,118235.0
3302,Liechtenstein,2023-02-28,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",181 €,9h 25m,19:45,08:40,1 escale,Saudia,118235.0
3303,Liechtenstein,2023-02-28,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",196 €,9h 30m,13:40,02:40,1 escale,Etihad Airways,118235.0
3304,Liechtenstein,2023-02-28,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",225 €,8h 25m,15:10,03:05,1 escale,Flynas,118235.0
3305,Liechtenstein,2023-02-28,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",180 €,11h 30m,13:55,04:55,1 escale,Gulf Air,118235.0
3306,Liechtenstein,2023-02-28,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",256 €,8h 25m,17:35,05:30,1 escale,Plusieurs compagnies,118235.0
3307,Liechtenstein,2023-02-28,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",261 €,8h 40m,16:05,04:15,1 escale,Air Arabia,118235.0
3308,Liechtenstein,2023-02-28,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",225 €,10h 10m,13:25,03:05,1 escale,Flynas,118235.0
3309,Liechtenstein,2023-02-28,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",181 €,12h 50m,16:20,08:40,1 escale,Saudia,118235.0
3310,Liechtenstein,2023-02-28,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",241 €,10h 20m,23:30,13:20,1 escale,Plusieurs compagnies,118235.0
3311,Liechtenstein,2023-02-28,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",295 €,8h 40m,01:00,13:10,1 escale,Oman Air,118235.0
3312,Liechtenstein,2023-02-28,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",305 €,8h 25m,18:45,06:40,1 escale,Oman Air,118235.0
3313,Liechtenstein,2023-02-28,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",237 €,11h 5m,23:30,14:05,1 escale,Plusieurs compagnies,118235.0
3314,Liechtenstein,2023-02-28,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",181 €,15h 0m,14:10,08:40,1 escale,Saudia,118235.0
3315,Liechtenstein,2023-02-28,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",19 €,3h 5m,07:15,09:20,Direct,Ryanair,118235.0
3316,Liechtenstein,2023-02-28,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",42 €,3h 4m,21:55,23:59,Direct,Iberia Express,118235.0
3317,Liechtenstein,2023-02-28,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",48 €,3h 10m,11:40,13:50,Direct,Iberia Express,118235.0
3318,Liechtenstein,2023-02-28,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",55 €,3h 4m,21:55,23:59,Direct,Iberia,118235.0
3319,Liechtenstein,2023-02-28,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",62 €,3h 10m,11:40,13:50,Direct,Iberia,118235.0
3320,Liechtenstein,2023-02-28,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",34 €,6h 0m,13:10,18:10,1 escale,Ryanair,118235.0
3321,Liechtenstein,2023-02-28,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",165 €,3h 4m,21:55,23:59,Direct,Vueling,118235.0
3322,Liechtenstein,2023-02-28,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",165 €,3h 10m,11:40,13:50,Direct,Vueling,118235.0
3323,Liechtenstein,2023-02-28,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",85 €,6h 45m,17:15,23:00,1 escale,Plusieurs compagnies,118235.0
3324,Liechtenstein,2023-02-28,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",93 €,6h 15m,13:45,19:00,1 escale,Plusieurs compagnies,118235.0
3325,Liechtenstein,2023-02-28,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",53 €,11h 30m,07:35,18:05,1 escale,Plusieurs compagnies,118235.0
3326,Liechtenstein,2023-02-28,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",56 €,11h 10m,06:10,16:20,1 escale,Ryanair,118235.0
3327,Liechtenstein,2023-02-28,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",45 €,14h 50m,19:50,09:40,1 escale,Plusieurs compagnies,118235.0
3328,Liechtenstein,2023-02-28,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",38 €,19h 0m,22:10,16:10,1 escale,easyJet,118235.0
3329,Liechtenstein,2023-02-28,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",56 €,12h 55m,06:10,18:05,1 escale,Ryanair,118235.0
3330,Liechtenstein,2023-02-28,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",142 €,6h 19m,05:45,09:04,Direct,JetBlue,118235.0
3331,Liechtenstein,2023-02-28,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",142 €,6h 24m,07:00,10:24,Direct,JetBlue,118235.0
3332,Liechtenstein,2023-02-28,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",142 €,6h 26m,22:15,01:41,Direct,JetBlue,118235.0
3333,Liechtenstein,2023-02-28,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",142 €,6h 28m,09:45,13:13,Direct,JetBlue,118235.0
3334,Liechtenstein,2023-02-28,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",142 €,6h 29m,08:50,12:19,Direct,JetBlue,118235.0
3335,Liechtenstein,2023-02-28,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",142 €,6h 30m,17:29,20:59,Direct,JetBlue,118235.0
3336,Liechtenstein,2023-02-28,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",142 €,6h 30m,20:10,23:40,Direct,JetBlue,118235.0
3337,Liechtenstein,2023-02-28,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",142 €,6h 30m,21:15,00:45,Direct,JetBlue,118235.0
3338,Liechtenstein,2023-02-28,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",145 €,6h 27m,07:30,10:57,Direct,American Airlines,118235.0
3339,Liechtenstein,2023-02-28,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",145 €,6h 28m,19:35,23:03,Direct,American Airlines,118235.0
3340,Liechtenstein,2023-02-28,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",148 €,6h 22m,17:15,20:37,Direct,Delta Air Lines,118235.0
3341,Liechtenstein,2023-02-28,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",148 €,6h 25m,10:20,13:45,Direct,Delta Air Lines,118235.0
3342,Liechtenstein,2023-02-28,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",148 €,6h 25m,07:00,10:25,Direct,Delta Air Lines,118235.0
3343,Liechtenstein,2023-02-28,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",145 €,6h 34m,20:35,00:09,Direct,American Airlines,118235.0
3344,Liechtenstein,2023-02-28,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",152 €,6h 18m,12:00,15:18,Direct,JetBlue,118235.0
3345,Liechtenstein,2023-02-28,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",759 €,26h 15m,07:30,19:45,2 escales,China Airlines,118235.0
3346,Liechtenstein,2023-02-28,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",916 €,26h 20m,07:25,19:45,2 escales,Plusieurs compagnies,118235.0
3347,Liechtenstein,2023-02-28,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 037 €,23h 20m,12:30,21:50,1 escale,Thai Airways,118235.0
3348,Liechtenstein,2023-02-28,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 141 €,22h 5m,14:25,22:30,1 escale,Emirates,118235.0
3349,Liechtenstein,2023-02-28,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",844 €,30h 0m,18:55,10:55,2 escales,Plusieurs compagnies,118235.0
3350,Liechtenstein,2023-02-28,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",784 €,32h 25m,16:10,10:35,3 escales,Plusieurs compagnies,118235.0
3351,Liechtenstein,2023-02-28,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 167 €,22h 5m,14:25,22:30,1 escale,Plusieurs compagnies,118235.0
3352,Liechtenstein,2023-02-28,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",970 €,26h 35m,07:10,19:45,2 escales,Plusieurs compagnies,118235.0
3353,Liechtenstein,2023-02-28,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 177 €,22h 5m,14:25,22:30,1 escale,Qantas Airways,118235.0
3354,Liechtenstein,2023-02-28,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 097 €,24h 20m,08:25,18:45,1 escale,Qatar Airways,118235.0
3355,Liechtenstein,2023-02-28,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",844 €,31h 40m,17:15,10:55,2 escales,Plusieurs compagnies,118235.0
3356,Liechtenstein,2023-02-28,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",716 €,37h 35m,11:00,10:35,3 escales,Plusieurs compagnies,118235.0
3357,Liechtenstein,2023-02-28,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",655 €,41h 15m,07:20,10:35,3 escales,Plusieurs compagnies,118235.0
3358,Liechtenstein,2023-02-28,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",954 €,28h 20m,20:35,10:55,3 escales,Plusieurs compagnies,118235.0
3359,Liechtenstein,2023-02-28,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",844 €,33h 25m,15:30,10:55,2 escales,Plusieurs compagnies,118235.0
3360,Luxembourg,2023-01-30,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",437 €,19h 10m,09:30,12:40,1 escale,Etihad Airways,92735.0
3361,Luxembourg,2023-01-30,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",765 €,13h 45m,11:25,09:10,Direct,Air France,92735.0
3362,Luxembourg,2023-01-30,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",739 €,19h 20m,12:30,15:50,1 escale,Thai Airways,92735.0
3363,Luxembourg,2023-01-30,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",799 €,18h 55m,14:25,17:20,1 escale,Emirates,92735.0
3364,Luxembourg,2023-01-30,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",822 €,18h 35m,15:20,17:55,1 escale,Qatar Airways,92735.0
3365,Luxembourg,2023-01-30,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",873 €,19h 30m,15:30,19:00,1 escale,Plusieurs compagnies,92735.0
3366,Luxembourg,2023-01-30,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",730 €,23h 40m,22:20,06:00,1 escale,Plusieurs compagnies,92735.0
3367,Luxembourg,2023-01-30,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",733 €,24h 0m,11:00,19:00,2 escales,Plusieurs compagnies,92735.0
3368,Luxembourg,2023-01-30,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",696 €,25h 30m,08:25,17:55,1 escale,Qatar Airways,92735.0
3369,Luxembourg,2023-01-30,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",960 €,19h 20m,12:15,15:35,1 escale,Cathay Pacific,92735.0
3370,Luxembourg,2023-01-30,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",799 €,23h 20m,10:00,17:20,1 escale,Emirates,92735.0
3371,Luxembourg,2023-01-30,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",832 €,25h 5m,12:15,21:20,1 escale,Cathay Pacific,92735.0
3372,Luxembourg,2023-01-30,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",525 €,41h 35m,17:40,19:15,4 escales,Plusieurs compagnies,92735.0
3373,Luxembourg,2023-01-30,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",758 €,29h 10m,20:35,09:45,1 escale,KLM,92735.0
3374,Luxembourg,2023-01-30,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",577 €,39h 30m,19:45,19:15,1 escale,LOT Polish Airlines,92735.0
3375,Luxembourg,2023-01-30,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",156 €,3h 15m,12:10,14:25,Direct,Royal Air Maroc,92735.0
3376,Luxembourg,2023-01-30,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",145 €,5h 15m,13:45,18:00,1 escale,Plusieurs compagnies,92735.0
3377,Luxembourg,2023-01-30,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",186 €,5h 40m,16:15,20:55,1 escale,Plusieurs compagnies,92735.0
3378,Luxembourg,2023-01-30,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",166 €,6h 35m,13:00,18:35,1 escale,Plusieurs compagnies,92735.0
3379,Luxembourg,2023-01-30,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",187 €,6h 10m,15:55,21:05,1 escale,Plusieurs compagnies,92735.0
3380,Luxembourg,2023-01-30,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",173 €,7h 15m,11:00,17:15,1 escale,Plusieurs compagnies,92735.0
3381,Luxembourg,2023-01-30,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",152 €,8h 40m,13:55,21:35,1 escale,Plusieurs compagnies,92735.0
3382,Luxembourg,2023-01-30,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",174 €,7h 40m,15:30,22:10,1 escale,Plusieurs compagnies,92735.0
3383,Luxembourg,2023-01-30,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",225 €,6h 0m,14:10,19:10,1 escale,Plusieurs compagnies,92735.0
3384,Luxembourg,2023-01-30,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",135 €,10h 5m,16:45,01:50,2 escales,Plusieurs compagnies,92735.0
3385,Luxembourg,2023-01-30,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",142 €,9h 50m,08:15,17:05,1 escale,Plusieurs compagnies,92735.0
3386,Luxembourg,2023-01-30,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",215 €,6h 30m,13:55,19:25,1 escale,Plusieurs compagnies,92735.0
3387,Luxembourg,2023-01-30,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",163 €,8h 40m,15:30,23:10,1 escale,Plusieurs compagnies,92735.0
3388,Luxembourg,2023-01-30,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",199 €,7h 25m,07:55,14:20,1 escale,Plusieurs compagnies,92735.0
3389,Luxembourg,2023-01-30,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",104 €,14h 30m,12:20,01:50,2 escales,Plusieurs compagnies,92735.0
3390,Luxembourg,2023-01-30,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",457 €,13h 25m,22:40,13:05,1 escale,Ethiopian Airlines,92735.0
3391,Luxembourg,2023-01-30,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",492 €,15h 10m,06:00,22:10,1 escale,KLM,92735.0
3392,Luxembourg,2023-01-30,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",565 €,13h 15m,20:05,10:20,1 escale,Swiss,92735.0
3393,Luxembourg,2023-01-30,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",565 €,13h 55m,18:40,09:35,1 escale,Lufthansa,92735.0
3394,Luxembourg,2023-01-30,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",490 €,16h 35m,13:45,07:20,1 escale,Plusieurs compagnies,92735.0
3395,Luxembourg,2023-01-30,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",572 €,15h 30m,17:05,09:35,2 escales,Lufthansa,92735.0
3396,Luxembourg,2023-01-30,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",581 €,15h 35m,17:00,09:35,2 escales,Plusieurs compagnies,92735.0
3397,Luxembourg,2023-01-30,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",539 €,17h 0m,15:40,09:40,1 escale,Qatar Airways,92735.0
3398,Luxembourg,2023-01-30,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",539 €,17h 15m,09:45,04:00,1 escale,Qatar Airways,92735.0
3399,Luxembourg,2023-01-30,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",581 €,16h 35m,16:00,09:35,2 escales,Plusieurs compagnies,92735.0
3400,Luxembourg,2023-01-30,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",625 €,15h 35m,17:00,09:35,2 escales,Plusieurs compagnies,92735.0
3401,Luxembourg,2023-01-30,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",490 €,20h 15m,10:05,07:20,1 escale,Plusieurs compagnies,92735.0
3402,Luxembourg,2023-01-30,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",581 €,17h 35m,15:00,09:35,2 escales,Plusieurs compagnies,92735.0
3403,Luxembourg,2023-01-30,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",593 €,17h 20m,16:00,10:20,2 escales,Plusieurs compagnies,92735.0
3404,Luxembourg,2023-01-30,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",625 €,16h 35m,16:00,09:35,2 escales,Plusieurs compagnies,92735.0
3405,Luxembourg,2023-01-30,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",21 €,2h 0m,09:50,10:50,Direct,Ryanair,92735.0
3406,Luxembourg,2023-01-30,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",42 €,2h 0m,07:25,08:25,Direct,Air Baltic,92735.0
3407,Luxembourg,2023-01-30,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",42 €,2h 0m,17:35,18:35,Direct,Air Baltic,92735.0
3408,Luxembourg,2023-01-30,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",31 €,5h 50m,12:15,17:05,1 escale,Ryanair,92735.0
3409,Luxembourg,2023-01-30,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",96 €,3h 40m,06:05,08:45,1 escale,LOT Polish Airlines,92735.0
3410,Luxembourg,2023-01-30,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",96 €,4h 10m,13:50,17:00,1 escale,LOT Polish Airlines,92735.0
3411,Luxembourg,2023-01-30,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",51 €,9h 0m,14:40,22:40,1 escale,Ryanair,92735.0
3412,Luxembourg,2023-01-30,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",51 €,10h 15m,11:55,21:10,2 escales,Ryanair,92735.0
3413,Luxembourg,2023-01-30,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",46 €,11h 40m,11:55,22:35,1 escale,Plusieurs compagnies,92735.0
3414,Luxembourg,2023-01-30,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",28 €,19h 45m,16:15,11:00,1 escale,Ryanair,92735.0
3415,Luxembourg,2023-01-30,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",23 €,24h 50m,20:25,20:15,1 escale,Ryanair,92735.0
3416,Luxembourg,2023-01-30,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",153 €,4h 5m,17:15,20:20,1 escale,Plusieurs compagnies,92735.0
3417,Luxembourg,2023-01-30,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",50 €,12h 45m,10:00,21:45,2 escales,Ryanair,92735.0
3418,Luxembourg,2023-01-30,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",119 €,5h 30m,07:00,11:30,1 escale,Plusieurs compagnies,92735.0
3419,Luxembourg,2023-01-30,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",35 €,19h 10m,14:00,08:10,1 escale,Ryanair,92735.0
3420,Luxembourg,2023-01-30,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",253 €,5h 10m,17:05,01:45,Direct,Air India,92735.0
