,VPN,Date,Depart,Arrivé,Prix,Temps de vol,Heure de départ,Heure d'arrivé,Nombre d'escales,Compagnies,Pays,PIB par habitant ($)
1246,Philippines,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",424 €,19h 10m,09:30,12:40,1 escale,Etihad Airways,Philippines,8200
1247,Philippines,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",765 €,13h 25m,11:45,09:10,Direct,Air France,Philippines,8200
1248,Philippines,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",531 €,19h 45m,15:30,19:15,2 escales,Plusieurs compagnies,Philippines,8200
1249,Philippines,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",594 €,20h 30m,14:45,19:15,3 escales,Plusieurs compagnies,Philippines,8200
1250,Philippines,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",509 €,24h 25m,10:50,19:15,1 escale,LOT Polish Airlines,Philippines,8200
1251,Philippines,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",543 €,23h 15m,12:00,19:15,2 escales,Plusieurs compagnies,Philippines,8200
1252,Philippines,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",590 €,21h 30m,13:45,19:15,2 escales,Plusieurs compagnies,Philippines,8200
1253,Philippines,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",698 €,18h 35m,15:20,17:55,1 escale,Qatar Airways,Philippines,8200
1254,Philippines,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",568 €,22h 55m,12:20,19:15,2 escales,Plusieurs compagnies,Philippines,8200
1255,Philippines,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",777 €,16h 55m,11:25,12:20,1 escale,Korean Air,Philippines,8200
1256,Philippines,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",530 €,25h 20m,09:55,19:15,2 escales,Plusieurs compagnies,Philippines,8200
1257,Philippines,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",706 €,19h 20m,12:30,15:50,1 escale,Thai Airways,Philippines,8200
1258,Philippines,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",622 €,22h 10m,13:05,19:15,3 escales,Plusieurs compagnies,Philippines,8200
1259,Philippines,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport international de Narita, Tokyo, Japon",535 €,25h 55m,09:20,19:15,2 escales,Plusieurs compagnies,Philippines,8200
1260,Philippines,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",113 €,5h 15m,13:45,18:00,1 escale,Plusieurs compagnies,Philippines,8200
1261,Philippines,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",110 €,6h 45m,16:45,22:30,1 escale,Plusieurs compagnies,Philippines,8200
1262,Philippines,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",113 €,6h 45m,17:00,22:45,1 escale,Plusieurs compagnies,Philippines,8200
1263,Philippines,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",120 €,8h 40m,11:15,18:55,1 escale,Plusieurs compagnies,Philippines,8200
1264,Philippines,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",170 €,6h 15m,15:55,21:10,1 escale,Plusieurs compagnies,Philippines,8200
1265,Philippines,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",179 €,6h 20m,11:20,16:40,1 escale,Plusieurs compagnies,Philippines,8200
1266,Philippines,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",192 €,6h 10m,14:10,19:20,1 escale,Plusieurs compagnies,Philippines,8200
1267,Philippines,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",235 €,5h 25m,14:50,19:15,1 escale,Plusieurs compagnies,Philippines,8200
1268,Philippines,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",173 €,7h 25m,07:55,14:20,1 escale,Plusieurs compagnies,Philippines,8200
1269,Philippines,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",216 €,6h 15m,15:55,21:10,1 escale,Plusieurs compagnies,Philippines,8200
1270,Philippines,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",250 €,5h 45m,11:00,15:45,1 escale,Plusieurs compagnies,Philippines,8200
1271,Philippines,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",114 €,12h 45m,11:00,22:45,1 escale,Plusieurs compagnies,Philippines,8200
1272,Philippines,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",216 €,7h 0m,09:50,15:50,1 escale,Plusieurs compagnies,Philippines,8200
1273,Philippines,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",215 €,7h 20m,12:45,19:05,1 escale,Plusieurs compagnies,Philippines,8200
1274,Philippines,31/01/2023,"Aéroport international Mohammed-V de Casablanca, Casablanca, Maroc","Aéroport international de Gatwick, Londres, Angleterre, Royaume-Uni",204 €,8h 0m,12:20,19:20,1 escale,Plusieurs compagnies,Philippines,8200
1275,Philippines,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",457 €,13h 25m,22:40,13:05,1 escale,Ethiopian Airlines,Philippines,8200
1276,Philippines,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",296 €,21h 40m,09:20,08:00,1 escale,Etihad Airways,Philippines,8200
1277,Philippines,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",414 €,16h 30m,13:05,06:35,1 escale,Egyptair,Philippines,8200
1278,Philippines,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",487 €,15h 10m,16:45,08:55,1 escale,Air France,Philippines,8200
1279,Philippines,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",558 €,13h 15m,20:05,10:20,1 escale,Swiss,Philippines,8200
1280,Philippines,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",492 €,15h 10m,06:00,22:10,1 escale,KLM,Philippines,8200
1281,Philippines,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",551 €,13h 55m,18:40,09:35,1 escale,Lufthansa,Philippines,8200
1282,Philippines,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",568 €,13h 55m,19:40,10:35,1 escale,Turkish Airlines,Philippines,8200
1283,Philippines,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",565 €,14h 15m,17:40,08:55,1 escale,Plusieurs compagnies,Philippines,8200
1284,Philippines,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",583 €,14h 15m,17:40,08:55,1 escale,Air France,Philippines,8200
1285,Philippines,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",378 €,22h 45m,06:50,06:35,2 escales,Plusieurs compagnies,Philippines,8200
1286,Philippines,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",381 €,22h 40m,08:20,08:00,2 escales,Plusieurs compagnies,Philippines,8200
1287,Philippines,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",506 €,17h 15m,17:15,11:30,1 escale,Plusieurs compagnies,Philippines,8200
1288,Philippines,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",563 €,15h 30m,17:05,09:35,2 escales,Lufthansa,Philippines,8200
1289,Philippines,31/01/2023,"Aéroport Léonard de Vinci de Rome-Fiumicino, Rome, Italie","Aéroport international OR Tambo, Johannesbourg, Afrique du sud",386 €,22h 40m,08:20,08:00,2 escales,Etihad Airways,Philippines,8200
1290,Philippines,31/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",308 €,13h 15m,21:45,18:00,1 escale,Plusieurs compagnies,Philippines,8200
1291,Philippines,31/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",332 €,14h 45m,21:45,19:30,1 escale,Plusieurs compagnies,Philippines,8200
1292,Philippines,31/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",325 €,17h 0m,18:00,18:00,2 escales,Plusieurs compagnies,Philippines,8200
1293,Philippines,31/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",338 €,18h 30m,18:00,19:30,2 escales,Plusieurs compagnies,Philippines,8200
1294,Philippines,31/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",500 €,13h 15m,23:15,19:30,1 escale,Plusieurs compagnies,Philippines,8200
1295,Philippines,31/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",605 €,11h 0m,20:05,14:05,1 escale,Air Canada,Philippines,8200
1296,Philippines,31/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",605 €,11h 0m,20:05,14:05,1 escale,Plusieurs compagnies,Philippines,8200
1297,Philippines,31/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",607 €,11h 0m,20:05,14:05,1 escale,Lufthansa,Philippines,8200
1298,Philippines,31/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",397 €,18h 0m,21:15,22:15,2 escales,Plusieurs compagnies,Philippines,8200
1299,Philippines,31/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",622 €,11h 55m,21:30,16:25,1 escale,Air Canada,Philippines,8200
1300,Philippines,31/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",622 €,11h 55m,21:30,16:25,1 escale,Plusieurs compagnies,Philippines,8200
1301,Philippines,31/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",624 €,11h 55m,21:30,16:25,1 escale,Lufthansa,Philippines,8200
1302,Philippines,31/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",604 €,12h 20m,21:15,16:35,1 escale,Plusieurs compagnies,Philippines,8200
1303,Philippines,31/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",604 €,12h 20m,21:15,16:35,1 escale,Air Canada,Philippines,8200
1304,Philippines,31/01/2023,"Aéroport international Pearson de Toronto, Toronto, ON, Canada","Aéroport international d'Athènes Elefthérios-Venizélos, Athènes, Grèce",622 €,12h 0m,18:15,13:15,1 escale,Air Canada,Philippines,8200
1305,Philippines,31/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",22 €,2h 0m,16:20,17:20,Direct,Ryanair,Philippines,8200
1306,Philippines,31/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",42 €,2h 0m,07:25,08:25,Direct,Air Baltic,Philippines,8200
1307,Philippines,31/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",95 €,4h 10m,13:50,17:00,1 escale,LOT Polish Airlines,Philippines,8200
1308,Philippines,31/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",75 €,6h 5m,07:10,12:15,1 escale,Plusieurs compagnies,Philippines,8200
1309,Philippines,31/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",39 €,14h 20m,22:10,11:30,1 escale,Ryanair,Philippines,8200
1310,Philippines,31/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",112 €,5h 20m,07:05,11:25,1 escale,Plusieurs compagnies,Philippines,8200
1311,Philippines,31/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",105 €,5h 55m,13:35,18:30,1 escale,Finnair,Philippines,8200
1312,Philippines,31/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",81 €,9h 0m,13:50,21:50,1 escale,Plusieurs compagnies,Philippines,8200
1313,Philippines,31/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",112 €,6h 40m,13:50,19:30,2 escales,Plusieurs compagnies,Philippines,8200
1314,Philippines,31/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",106 €,7h 25m,13:50,20:15,1 escale,Plusieurs compagnies,Philippines,8200
1315,Philippines,31/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",56 €,14h 35m,22:10,11:45,1 escale,Plusieurs compagnies,Philippines,8200
1316,Philippines,31/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",83 €,10h 20m,11:45,21:05,1 escale,Ryanair,Philippines,8200
1317,Philippines,31/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",160 €,5h 25m,07:10,11:35,1 escale,Plusieurs compagnies,Philippines,8200
1318,Philippines,31/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",222 €,4h 5m,17:15,20:20,1 escale,Plusieurs compagnies,Philippines,8200
1319,Philippines,31/01/2023,"Aéroport international de Riga, Riga, Lettonie","Vienna Schwechat International Airport, Vienne, Autriche",150 €,6h 5m,07:10,12:15,1 escale,Plusieurs compagnies,Philippines,8200
1320,Philippines,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",265 €,5h 10m,17:05,01:45,Direct,Air India,Philippines,8200
1321,Philippines,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",279 €,5h 10m,17:05,01:45,Direct,Egyptair,Philippines,8200
1322,Philippines,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",210 €,8h 25m,15:10,03:05,1 escale,Flynas,Philippines,8200
1323,Philippines,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",266 €,8h 5m,01:45,13:20,1 escale,Plusieurs compagnies,Philippines,8200
1324,Philippines,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",231 €,9h 30m,13:40,02:40,1 escale,Etihad Airways,Philippines,8200
1325,Philippines,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",259 €,8h 40m,16:05,04:15,1 escale,Air Arabia,Philippines,8200
1326,Philippines,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",232 €,10h 10m,13:25,03:05,1 escale,Flynas,Philippines,8200
1327,Philippines,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",269 €,8h 50m,01:45,14:05,1 escale,Plusieurs compagnies,Philippines,8200
1328,Philippines,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",238 €,10h 20m,23:30,13:20,1 escale,Plusieurs compagnies,Philippines,8200
1329,Philippines,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",295 €,8h 25m,17:35,05:30,1 escale,Plusieurs compagnies,Philippines,8200
1330,Philippines,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",201 €,12h 45m,10:50,03:05,1 escale,Flynas,Philippines,8200
1331,Philippines,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",304 €,8h 40m,01:00,13:10,1 escale,Oman Air,Philippines,8200
1332,Philippines,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",320 €,8h 25m,17:35,05:30,1 escale,Plusieurs compagnies,Philippines,8200
1333,Philippines,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",325 €,8h 25m,18:45,06:40,1 escale,Oman Air,Philippines,8200
1334,Philippines,31/01/2023,"Aéroport international du Caire, Le Caire, Egypte","Chhatrapati Shivaji International Airport, Mumbai, Maharashtra, Inde",282 €,10h 0m,18:00,07:30,1 escale,Plusieurs compagnies,Philippines,8200
1335,Philippines,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",17 €,3h 5m,07:15,09:20,Direct,Ryanair,Philippines,8200
1336,Philippines,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",42 €,3h 4m,21:55,23:59,Direct,Iberia Express,Philippines,8200
1337,Philippines,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",43 €,3h 4m,21:55,23:59,Direct,Iberia,Philippines,8200
1338,Philippines,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",53 €,3h 10m,11:40,13:50,Direct,Iberia Express,Philippines,8200
1339,Philippines,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",54 €,3h 10m,11:40,13:50,Direct,Iberia,Philippines,8200
1340,Philippines,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",34 €,6h 0m,13:10,18:10,1 escale,Ryanair,Philippines,8200
1341,Philippines,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",162 €,3h 4m,21:55,23:59,Direct,Vueling,Philippines,8200
1342,Philippines,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",162 €,3h 10m,11:40,13:50,Direct,Vueling,Philippines,8200
1343,Philippines,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",51 €,11h 10m,06:10,16:20,1 escale,Ryanair,Philippines,8200
1344,Philippines,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",92 €,6h 15m,13:45,19:00,1 escale,Plusieurs compagnies,Philippines,8200
1345,Philippines,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",87 €,6h 45m,17:15,23:00,1 escale,Plusieurs compagnies,Philippines,8200
1346,Philippines,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",51 €,12h 55m,06:10,18:05,1 escale,Ryanair,Philippines,8200
1347,Philippines,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",57 €,11h 35m,07:30,18:05,1 escale,Plusieurs compagnies,Philippines,8200
1348,Philippines,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",57 €,11h 40m,06:55,17:35,1 escale,Ryanair,Philippines,8200
1349,Philippines,31/01/2023,"Aéroport Adolfo-Suárez de Madrid-Barajas, Madrid, Madrid, Espagne","Aéroport international Reina Sofía de Tenerife Sud, Ténérife, Îles Canaries, Espagne",60 €,11h 30m,07:35,18:05,1 escale,Plusieurs compagnies,Philippines,8200
1350,Philippines,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",110 €,6h 18m,07:00,10:18,Direct,Delta Air Lines,Philippines,8200
1351,Philippines,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",109 €,6h 22m,17:15,20:37,Direct,Delta Air Lines,Philippines,8200
1352,Philippines,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",111 €,6h 18m,11:59,15:17,Direct,JetBlue,Philippines,8200
1353,Philippines,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",109 €,6h 25m,13:45,17:10,Direct,Delta Air Lines,Philippines,8200
1354,Philippines,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",110 €,6h 23m,12:00,15:23,Direct,Delta Air Lines,Philippines,8200
1355,Philippines,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",110 €,6h 25m,10:20,13:45,Direct,Delta Air Lines,Philippines,8200
1356,Philippines,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",111 €,6h 25m,09:59,13:24,Direct,JetBlue,Philippines,8200
1357,Philippines,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",111 €,6h 27m,21:59,01:26,Direct,JetBlue,Philippines,8200
1358,Philippines,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",109 €,6h 35m,19:15,22:50,Direct,Delta Air Lines,Philippines,8200
1359,Philippines,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",111 €,6h 28m,08:00,11:28,Direct,JetBlue,Philippines,8200
1360,Philippines,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",111 €,6h 28m,15:30,18:58,Direct,JetBlue,Philippines,8200
1361,Philippines,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",111 €,6h 29m,09:00,12:29,Direct,JetBlue,Philippines,8200
1362,Philippines,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",109 €,6h 37m,15:45,19:22,Direct,Delta Air Lines,Philippines,8200
1363,Philippines,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",111 €,6h 30m,17:35,21:05,Direct,JetBlue,Philippines,8200
1364,Philippines,31/01/2023,"Aéroport international John F. Kennedy, New York, NY, Etats-Unis","Aéroport international de Los Angeles, Los Angeles, CA, Etats-Unis",110 €,6h 35m,08:45,12:20,Direct,Delta Air Lines,Philippines,8200
1365,Philippines,31/01/2023,"Aéroport de Paris Charles de Gaulle, Paris, France","Aéroport Kingsford Smith de Sydney, Sydney, Nouvelles Galles du Sud, Australie",1 214 €,26h 15m,07:30,19:45,2 escales,China Airlines,Philippines,8200
